,Job Title,Company Name,Location,Posted Date,Job Link
132,Jr. Backend Developer (Go),"PT. Erajaya Swasembada, Tbk.",Jakarta,2023-09-11,https://id.linkedin.com/jobs/view/senior-data-engineer-at-byorange-3667173734?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=08HTQn5N7gyggYZmcGALhg%3D%3D&position=24&pageNum=5&trk=public_jobs_jserp-result_search-card
133,Sr. Data Engineer,Nikel,Jakarta,2023-06-22,https://id.linkedin.com/jobs/view/security-engineer-iam-at-byorange-3667174720?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=Wugt1nebYvUW8dh6mHxvEw%3D%3D&position=25&pageNum=5&trk=public_jobs_jserp-result_search-card
134,"Consulting Analyst, Growth Analytics",Frost & Sullivan,Jakarta,2023-09-27,https://id.linkedin.com/jobs/view/security-engineer-iam-at-byorange-3667174720?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=%2BlcljNd3sqRHAvefJcRVHg%3D%3D&position=1&pageNum=6&trk=public_jobs_jserp-result_search-card
135,Data Engineer (User David),Diksha Teknologi Indonesia,Area DKI Jakarta,2023-08-30,https://id.linkedin.com/jobs/view/data-engineer-manager-at-ninja-van-3693855377?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=Km%2BHEdE4QcW0EbvWhgOpGQ%3D%3D&position=3&pageNum=6&trk=public_jobs_jserp-result_search-card
136,Senior Associate - Data Analytic,Talent Hunts Indonesia,Jakarta,2023-08-04,https://id.linkedin.com/jobs/view/power-bi-instructor-part-time-at-hacktiv8-indonesia-3668161562?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=%2FIXgLTPoy%2BbqbQAkg3bloQ%3D%3D&position=4&pageNum=6&trk=public_jobs_jserp-result_search-card
137,Mid. Data Engineer (Talent Pool),Staffinc Group,Jakarta,2023-07-05,https://id.linkedin.com/jobs/view/power-bi-developer-at-vlink-inc-3711048457?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=VTlQ3L23Q9FyJ4hm9J8UHg%3D%3D&position=5&pageNum=6&trk=public_jobs_jserp-result_search-card
138,Data Lead (Insight & Analytics) - Leading Retail Finance,Michael Page,Area DKI Jakarta,2023-03-29,https://id.linkedin.com/jobs/view/data-integration-specialist-at-systemiq-ltd-3705692680?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=ZzQVBAfaiN1ptNIjXVvhGQ%3D%3D&position=6&pageNum=6&trk=public_jobs_jserp-result_search-card
139,Data management engineer,ADVANCE.AI,Jakarta,2023-05-04,https://id.linkedin.com/jobs/view/lead-data-engineer-at-cermati-com-3690196798?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=SWl7CjM%2B%2FPvss%2Bwbpi9bhA%3D%3D&position=7&pageNum=6&trk=public_jobs_jserp-result_search-card
140,(FinTech Unicorn) Credit Risk Data Analyst - Assistant Manager,MatchaTalent,Jakarta,2023-09-24,https://id.linkedin.com/jobs/view/senior-analytics-consultant-at-logicalis-asia-3648662155?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=OlTKjGCHgfCVgVs4NV9IAA%3D%3D&position=9&pageNum=6&trk=public_jobs_jserp-result_search-card
141,Business Information Analyst,SKF Group,"Jakarta Raya, Indonesia",2023-09-06,https://id.linkedin.com/jobs/view/developer-at-pt-kairos-utama-indonesia-3727671843?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=J6K4C%2BARmeIkK6%2BOwMnHvw%3D%3D&position=10&pageNum=6&trk=public_jobs_jserp-result_search-card
142,People Analytics Specialist – Bangkok based,Agoda,Area DKI Jakarta,2023-09-28,https://id.linkedin.com/jobs/view/senior-technical-support-analyst-skyvera-remote-%2430-000-year-usd-at-crossover-3715437966?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=%2Bw6GOJ0y0s3WtucH1RxHrw%3D%3D&position=11&pageNum=6&trk=public_jobs_jserp-result_search-card
143,Data Engineer,PT Data Labs Analytics,Jakarta,2023-09-26,https://id.linkedin.com/jobs/view/odoo-developer-at-pt-bsr-indonesia-3705327648?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=i9zBh5jwo8o1zoWIHnJxjg%3D%3D&position=12&pageNum=6&trk=public_jobs_jserp-result_search-card
144,Sr. Manager Enterprise Data Analyst - Giant Tech,Michael Page,Area DKI Jakarta,2023-09-12,https://id.linkedin.com/jobs/view/security-engineer-soc-at-bibit-id-3683744349?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=AmzcWKKbygY8ti5CAovy%2Bg%3D%3D&position=13&pageNum=6&trk=public_jobs_jserp-result_search-card
145,Senior Data Engineer,RegASK™ - Regulatory Affairs,Area DKI Jakarta,2023-06-22,https://id.linkedin.com/jobs/view/assistant-manager-business-analyst-at-prudential-indonesia-pt-prudential-life-assurance-3677042511?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=FB2zU3R7nxUWxDAi458AxQ%3D%3D&position=14&pageNum=6&trk=public_jobs_jserp-result_search-card
146,Data Engineer,EMBLEM OF STRENGTH & COURAGE TECHNOLOGY PTE. LTD,Area DKI Jakarta,2023-09-26,https://id.linkedin.com/jobs/view/ms-engineer-at-ntt-ltd-3680495848?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=B%2BOMFZAvayXHq8NWKQ12Ig%3D%3D&position=15&pageNum=6&trk=public_jobs_jserp-result_search-card
147,Enterprise Data Analyst Senior Manager,Michael Page,Area DKI Jakarta,2023-09-09,https://id.linkedin.com/jobs/view/lead-data-engineer-at-aliz-3606471788?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=Np5iWdjnSBG79Lu8fBzAFg%3D%3D&position=16&pageNum=6&trk=public_jobs_jserp-result_search-card
148,Senior Data Engineer,byOrange,Jakarta,2023-06-22,https://id.linkedin.com/jobs/view/it-web-developer-at-kalbe-nutritionals-pt-sanghiang-perkasa-3711147855?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=Lsz2e1gLx1EXuZi53JB3YQ%3D%3D&position=17&pageNum=6&trk=public_jobs_jserp-result_search-card
149,Security Engineer - IAM,byOrange,Jakarta,2023-06-22,https://id.linkedin.com/jobs/view/staff-data-engineer-at-xendit-3707423677?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=ZtV%2BtFuTMj9nQQXpaNlKLw%3D%3D&position=18&pageNum=6&trk=public_jobs_jserp-result_search-card
150,Security Engineer - IAM,byOrange,Jakarta,2023-06-22,https://id.linkedin.com/jobs/view/senior-analyst-at-pt-batutua-tembaga-raya-3715675721?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=poYzCflJAxxzfp4xKgpNLg%3D%3D&position=19&pageNum=6&trk=public_jobs_jserp-result_search-card
151,IT Developer,PT Sarana Sukses Sejahtera - Jakarta Utara,Duri Utara,2023-09-30,https://id.linkedin.com/jobs/view/sap-business-analyst-for-indirect-procurement-at-pt-lion-super-indo-3699239575?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=RCND%2BIr7SmgvX62acJ0JPA%3D%3D&position=20&pageNum=6&trk=public_jobs_jserp-result_search-card
152,Data Engineer Manager,Ninja Van,Area DKI Jakarta,2023-09-26,https://id.linkedin.com/jobs/view/omnichannel-data-analytics-manager-at-gsk-3715640148?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=%2Btz0pJNL7TgJ4gKNfuPdNg%3D%3D&position=21&pageNum=6&trk=public_jobs_jserp-result_search-card
153,Power BI Instructor (Part-Time),Hacktiv8 Indonesia,Jakarta,2023-06-23,https://id.linkedin.com/jobs/view/full-stack-developer-at-pt-smart-tbk-3711153368?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=YUgGvSlHWilBA3A7G%2FoyKA%3D%3D&position=22&pageNum=6&trk=public_jobs_jserp-result_search-card
154,Power BI Developer,VLink Inc,Area DKI Jakarta,2023-09-04,https://id.linkedin.com/jobs/view/service-engineer-at-hach-3721030533?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=NEM%2FNrKezgN6X1JneViROw%3D%3D&position=23&pageNum=6&trk=public_jobs_jserp-result_search-card
155,Data Integration Specialist,Systemiq Ltd.,"Jakarta Raya, Indonesia",2023-09-06,https://id.linkedin.com/jobs/view/staff-front-end-developer-at-pt-fitaja-digital-nusantara-3726776225?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=Nsrmjhb3o8ttEiteyeaxbA%3D%3D&position=24&pageNum=6&trk=public_jobs_jserp-result_search-card
156,Lead Data Engineer,cermati.com,Area DKI Jakarta,2023-09-20,https://id.linkedin.com/jobs/view/security-engineer-at-ntt-ltd-3704831935?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=8p2vmlpw%2FE2pWcA3HBVY1Q%3D%3D&position=25&pageNum=6&trk=public_jobs_jserp-result_search-card
157,Data Engineer,Sistema Datapilar,Area DKI Jakarta,2023-09-28,https://id.linkedin.com/jobs/view/ms-engineer-at-ntt-ltd-3714062728?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=defYrzdZbn7RsL5umUDXZg%3D%3D&position=1&pageNum=7&trk=public_jobs_jserp-result_search-card
158,Senior Analytics Consultant,Logicalis Asia,Jakarta,2023-09-23,https://id.linkedin.com/jobs/view/senior-data-engineer-at-zoomo-3726703754?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=3YUEBhO2mXpNERlMjqQutQ%3D%3D&position=2&pageNum=7&trk=public_jobs_jserp-result_search-card
159,Developer,PT. Kairos Utama Indonesia,Jakarta,2023-09-25,https://id.linkedin.com/jobs/view/sr-data-engineer-talent-pool-at-staffinc-group-3656159454?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=N%2BZrPR96MUuWAaa1TXQncw%3D%3D&position=3&pageNum=7&trk=public_jobs_jserp-result_search-card
160,"Senior Technical Support Analyst, Skyvera (Remote) - $30,000/year USD",Crossover,Area DKI Jakarta,2023-09-29,https://id.linkedin.com/jobs/view/it-junior-java-developer-at-pt-sinarmas-multifinance-3711154151?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=wgWDb5NFQBUNr3PfLrImyA%3D%3D&position=4&pageNum=7&trk=public_jobs_jserp-result_search-card
161,ODOO DEVELOPER,PT. BSR Indonesia,Jakarta,2023-09-05,https://id.linkedin.com/jobs/view/business-analyst-forecasting-planning-analysis-at-shopee-3674790517?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=nC2apOIzVDxwBy0SPBAGsQ%3D%3D&position=5&pageNum=7&trk=public_jobs_jserp-result_search-card
162,Security Engineer (SOC),Bibit.id,Area DKI Jakarta,2023-08-03,https://id.linkedin.com/jobs/view/cloud-security-engineer-at-byorange-3667175466?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=5fvHaVFSRvCqOjaBLfHt%2Fw%3D%3D&position=6&pageNum=7&trk=public_jobs_jserp-result_search-card
163,Assistant Manager - Business Analyst,Prudential Indonesia (PT Prudential Life Assurance),Jakarta,2023-09-28,https://id.linkedin.com/jobs/view/computer-vision-engineer-at-kecilin-3727573119?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=BYgJFOCa5jknviuG9CVh6A%3D%3D&position=7&pageNum=7&trk=public_jobs_jserp-result_search-card
164,MS Engineer,NTT Ltd.,Jakarta,2023-09-13,https://id.linkedin.com/jobs/view/quality-assurance-manual-at-somethinc-beautyhaul-3672459614?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=IDlCBM0bzcBqQjG6gn4ZTQ%3D%3D&position=8&pageNum=7&trk=public_jobs_jserp-result_search-card
165,Lead Data Engineer,Aliz,"Jakarta Raya, Indonesia",2023-09-06,https://id.linkedin.com/jobs/view/data-engineer-senior-manager-at-gojek-3711055345?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=xLls3xz9vJK3CyOlnL%2BWtw%3D%3D&position=9&pageNum=7&trk=public_jobs_jserp-result_search-card
166,IT Web Developer,Kalbe Nutritionals (PT Sanghiang Perkasa),Jakarta,2023-08-30,https://id.linkedin.com/jobs/view/bithealth-gradxpert-academy-2024-at-bithealth-3719290588?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=uCS8gfpaqpbppS0FswFyxQ%3D%3D&position=10&pageNum=7&trk=public_jobs_jserp-result_search-card
167,Staff Data Engineer,Xendit,Jakarta,2023-09-13,https://id.linkedin.com/jobs/view/application-security-engineer-at-pt-bank-jago-tbk-3641775213?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=YfFQ127%2FpjGQQ3RCR9RLng%3D%3D&position=11&pageNum=7&trk=public_jobs_jserp-result_search-card
168,Senior Analyst,PT Batutua Tembaga Raya,Jakarta,2023-09-27,https://id.linkedin.com/jobs/view/2023-system-engineer-at-pt-alto-network-3667171982?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=159US4SajL4FWVsgml%2BogQ%3D%3D&position=12&pageNum=7&trk=public_jobs_jserp-result_search-card
169,SAP Business Analyst (for Indirect Procurement),PT Lion Super Indo,"Jakarta Raya, Indonesia",2023-09-30,https://id.linkedin.com/jobs/view/ms-engineer-at-ntt-ltd-3718391431?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=r3OUZT49divr8tGbkafbfA%3D%3D&position=13&pageNum=7&trk=public_jobs_jserp-result_search-card
170,Omnichannel - Data & Analytics Manager,GSK,Jakarta,2023-09-06,https://id.linkedin.com/jobs/view/data-analytics-consultant-senior-manager-senior-manager-at-ey-3658324068?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=zg2UX56tQ7YaydQJ0z%2FK5w%3D%3D&position=14&pageNum=7&trk=public_jobs_jserp-result_search-card
171,Full Stack Developer,PT SMART Tbk,Jakarta,2023-09-15,https://id.linkedin.com/jobs/view/it-infrastructure-engineer-at-pt-aino-indonesia-3711151547?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=R0jfIF60J5MgnMcG6ktp3g%3D%3D&position=15&pageNum=7&trk=public_jobs_jserp-result_search-card
172,Service Engineer,Hach,"Jakarta Raya, Indonesia",2023-09-30,https://id.linkedin.com/jobs/view/global-software-data-engineer-at-samsung-electronics-southeast-asia-oceania-3706672284?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=FZityT57HkV0m8qioce1Vg%3D%3D&position=16&pageNum=7&trk=public_jobs_jserp-result_search-card
173,Staff Front-End Developer,PT FitAja Digital Nusantara,Jakarta,2023-09-04,https://id.linkedin.com/jobs/view/service-engineer-at-domino-printing-3728276647?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=GwTKxUe1O%2FR9%2FliiAPIhGg%3D%3D&position=17&pageNum=7&trk=public_jobs_jserp-result_search-card
174,Security Engineer,NTT Ltd.,"Jakarta Raya, Indonesia",2023-09-29,https://id.linkedin.com/jobs/view/business-system-analyst-supply-chain-at-potentia-hr-consulting-spenglerfox-3726809218?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=jhcTf%2FqRD7FkS8gUFMkNGQ%3D%3D&position=18&pageNum=7&trk=public_jobs_jserp-result_search-card
175,MS Engineer,NTT Ltd.,Jakarta,2023-07-05,https://id.linkedin.com/jobs/view/data-engineer-at-turing-3705269312?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=CI%2FMEb65pZ5MvsVSvOiiqQ%3D%3D&position=19&pageNum=7&trk=public_jobs_jserp-result_search-card
176,Senior Data Engineer,Zoomo,Jakarta,2023-09-06,https://id.linkedin.com/jobs/view/business-analyst-at-populix-3725729776?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=v2caYWpKV5Djvv45Fne8hg%3D%3D&position=20&pageNum=7&trk=public_jobs_jserp-result_search-card
177,Sr. Data Engineer (Talent Pool),Staffinc Group,Jakarta,2023-09-26,https://id.linkedin.com/jobs/view/it-engineer-at-michelin-3716461868?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=g6u3WbVrWEluo57RvF2kHA%3D%3D&position=21&pageNum=7&trk=public_jobs_jserp-result_search-card
178,IT Junior Java Developer,PT Sinarmas Multifinance,Jakarta,2023-06-22,https://id.linkedin.com/jobs/view/system-integrator-at-mekari-3638092017?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=3GmcCRk9gibi6WoDBrYLGA%3D%3D&position=22&pageNum=7&trk=public_jobs_jserp-result_search-card
179,"Business Analyst - Forecasting, Planning, & Analysis",Shopee,"Jakarta Raya, Indonesia",2023-09-27,https://id.linkedin.com/jobs/view/security-engineer-at-packet-systems-indonesia-3714320264?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=V6ereoK5qS49CRI%2FlhXPmA%3D%3D&position=23&pageNum=7&trk=public_jobs_jserp-result_search-card
180,Cloud Security Engineer,byOrange,Jakarta,2023-07-24,https://id.linkedin.com/jobs/view/cloud-data-engineer-at-ilmuone-data-3643478557?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=P4DtLo%2BWCPIKqLGHoQoPCA%3D%3D&position=24&pageNum=7&trk=public_jobs_jserp-result_search-card
181,Computer Vision Engineer,KECILIN,Jakarta,2023-09-25,https://id.linkedin.com/jobs/view/ms-engineer-at-ntt-ltd-3719954256?refId=20n0Tv%2FNkZfDASAiCQP9vg%3D%3D&trackingId=n49cprwAmBBWNlMBDpMkBg%3D%3D&position=25&pageNum=7&trk=public_jobs_jserp-result_search-card
182,Quality Assurance (Manual),Somethinc - BeautyHaul,Area DKI Jakarta,2023-09-13,https://id.linkedin.com/jobs/view/ms-engineer-at-ntt-ltd-3685665261?refId=IKTnZ0PpMoy79xQfgXPhxg%3D%3D&trackingId=9O2tSxQ9vwSa%2BMwROpXXfA%3D%3D&position=1&pageNum=8&trk=public_jobs_jserp-result_search-card
183,Data Engineer - Senior Manager,Gojek,Jakarta,2023-05-28,https://id.linkedin.com/jobs/view/corporate-technology-business-analyst-intern-at-traveloka-3689686083?refId=IKTnZ0PpMoy79xQfgXPhxg%3D%3D&trackingId=r8wMrl9TcLvQkzFlPrqiLA%3D%3D&position=2&pageNum=8&trk=public_jobs_jserp-result_search-card
184,BitHealth GradXpert Academy 2024,BitHealth,Kota Tangerang,2023-06-22,https://id.linkedin.com/jobs/view/pre-sales-business-analyst-at-logicalis-asia-3648658601?refId=IKTnZ0PpMoy79xQfgXPhxg%3D%3D&trackingId=yS%2FJYFV1fRAVIZgGsWUBog%3D%3D&position=3&pageNum=8&trk=public_jobs_jserp-result_search-card
185,Application Security Engineer,PT Bank Jago Tbk,Jakarta,2023-09-09,https://id.linkedin.com/jobs/view/ms-engineer-at-ntt-ltd-3685665251?refId=IKTnZ0PpMoy79xQfgXPhxg%3D%3D&trackingId=kb1ABP6q1hIBqUw%2BCJKBJg%3D%3D&position=5&pageNum=8&trk=public_jobs_jserp-result_search-card
186,2023 System Engineer,PT Alto Network,Area DKI Jakarta,2023-09-06,https://id.linkedin.com/jobs/view/senior-database-engineer-at-grab-3727014923?refId=IKTnZ0PpMoy79xQfgXPhxg%3D%3D&trackingId=83zK%2BYpg%2Bx88OksNhcbwUQ%3D%3D&position=6&pageNum=8&trk=public_jobs_jserp-result_search-card
187,MS Engineer,NTT Ltd.,Jakarta,2023-08-29,https://id.linkedin.com/jobs/view/senior-researcher-at-lembaga-survei-kedaikopi-3530296536?refId=IKTnZ0PpMoy79xQfgXPhxg%3D%3D&trackingId=DTdG9X7BHbBiXg330Oxgnw%3D%3D&position=8&pageNum=8&trk=public_jobs_jserp-result_search-card
188,Data Analytics Consultant (Senior - Manager - Senior Manager),EY,Jakarta,2023-09-28,https://id.linkedin.com/jobs/view/application-developer-at-accord-innovations-3612820005?refId=IKTnZ0PpMoy79xQfgXPhxg%3D%3D&trackingId=0qmhFwRF6hTUn1VqHbLR9Q%3D%3D&position=9&pageNum=8&trk=public_jobs_jserp-result_search-card
189,IT Infrastructure Engineer,PT Aino Indonesia,Jakarta,2023-09-25,https://id.linkedin.com/jobs/view/database-engineer-at-turing-3705286433?refId=IKTnZ0PpMoy79xQfgXPhxg%3D%3D&trackingId=hTA%2BdxO28odxp%2BpO5njZzA%3D%3D&position=10&pageNum=8&trk=public_jobs_jserp-result_search-card
190,Global Software Data Engineer,Samsung Electronics Southeast Asia & Oceania,Area DKI Jakarta,2023-08-27,https://id.linkedin.com/jobs/view/data-migration-engineer-at-pt-jasa-teknologi-informasi-3723224022?refId=IKTnZ0PpMoy79xQfgXPhxg%3D%3D&trackingId=zv1AwsjCjgpoTG%2BQMrJZEQ%3D%3D&position=11&pageNum=8&trk=public_jobs_jserp-result_search-card
191,Service Engineer,Domino Printing,"Jakarta Raya, Indonesia",2023-09-21,https://id.linkedin.com/jobs/view/data-engineer-at-turing-3705267517?refId=IKTnZ0PpMoy79xQfgXPhxg%3D%3D&trackingId=uglOIcddCiaklSayVK9CnA%3D%3D&position=12&pageNum=8&trk=public_jobs_jserp-result_search-card
192,Business System Analyst Supply Chain,Potentia HR Consulting - SpenglerFox,Jakarta,2023-09-19,https://id.linkedin.com/jobs/view/oracle-developer-at-pt-intikom-berlian-mustika-3716440299?refId=IKTnZ0PpMoy79xQfgXPhxg%3D%3D&trackingId=stTnaYSYXDbWK30OC5jrgQ%3D%3D&position=13&pageNum=8&trk=public_jobs_jserp-result_search-card
193,Data Engineer,Turing,Area DKI Jakarta,2023-06-19,https://id.linkedin.com/jobs/view/system-engineer-infra-at-pt-global-infotech-solution-3711184963?refId=IKTnZ0PpMoy79xQfgXPhxg%3D%3D&trackingId=phSHJUR4Hefuu%2BVOVr38pg%3D%3D&position=14&pageNum=8&trk=public_jobs_jserp-result_search-card
194,Business Analyst,Populix,Jakarta,2023-09-15,https://id.linkedin.com/jobs/view/senior-data-engineer-at-aliz-3682981992?refId=IKTnZ0PpMoy79xQfgXPhxg%3D%3D&trackingId=tNqjsW2zol2%2Ftob%2BR5MLwQ%3D%3D&position=15&pageNum=8&trk=public_jobs_jserp-result_search-card
195,IT Engineer,Michelin,Bekasi,2023-06-22,https://id.linkedin.com/jobs/view/data-engineer-at-turing-3705271250?refId=IKTnZ0PpMoy79xQfgXPhxg%3D%3D&trackingId=tfLHa%2BTo5ba8olFzNRAAyA%3D%3D&position=16&pageNum=8&trk=public_jobs_jserp-result_search-card
196,System Integrator,Mekari,Jakarta,2023-09-13,https://id.linkedin.com/jobs/view/ms-engineer-at-ntt-ltd-3660687835?refId=IKTnZ0PpMoy79xQfgXPhxg%3D%3D&trackingId=VR59TaHtBeY9DigEeG%2B4OQ%3D%3D&position=17&pageNum=8&trk=public_jobs_jserp-result_search-card
197,Security Engineer,Packet Systems Indonesia,Jakarta,2023-09-28,https://id.linkedin.com/jobs/view/security-engineer-l2-at-packet-systems-indonesia-3705667391?refId=IKTnZ0PpMoy79xQfgXPhxg%3D%3D&trackingId=nR0SytJR9uec406FfazC2g%3D%3D&position=18&pageNum=8&trk=public_jobs_jserp-result_search-card
198,Cloud Data Engineer,ilmuOne Data,Area DKI Jakarta,2023-08-09,https://id.linkedin.com/jobs/view/powerbuilder-developer-at-accord-innovations-3646348763?refId=IKTnZ0PpMoy79xQfgXPhxg%3D%3D&trackingId=WRHrHZa6%2BeBGiJtWz3LdIw%3D%3D&position=19&pageNum=8&trk=public_jobs_jserp-result_search-card
199,MS Engineer,NTT Ltd.,Jakarta,2023-09-23,https://id.linkedin.com/jobs/view/crm-internship-at-shiseido-indonesia-3726334919?refId=IKTnZ0PpMoy79xQfgXPhxg%3D%3D&trackingId=apcx92RcTTykHbSCIw5rrw%3D%3D&position=20&pageNum=8&trk=public_jobs_jserp-result_search-card
